1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
451: constrained_branching='0', dom_opt='0', f_clique_lb='18', f_clique_lb_c='17', f_deg2='79', f_deg2_heur='88', f_deg3='30', f_dom='41', f_lp='54', f_lp_lb='47', f_lp_lb_c='20', lb_opt='1', lb_opt_c='0', limit_kern_branch='382', limit_kern_start='73'
452: constrained_branching='0', dom_opt='1', f_clique_lb='77', f_clique_lb_c='6', f_deg2='50', f_deg2_heur='1', f_deg3='99', f_dom='26', f_lp='62', f_lp_lb='55', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='207'
453: constrained_branching='1', dom_opt='0', f_clique_lb='24', f_clique_lb_c='6', f_deg2='72', f_deg2_heur='99', f_deg3='9', f_dom='27', f_lp='23', f_lp_lb='89', f_lp_lb_c='11', lb_opt='0', lb_opt_c='0', limit_kern_branch='471', limit_kern_start='353'
454: constrained_branching='1', dom_opt='1', f_clique_lb='58', f_clique_lb_c='8', f_deg2='34', f_deg2_heur='79', f_deg3='72', f_dom='65', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
455: constrained_branching='0', dom_opt='1', f_clique_lb='11', f_clique_lb_c='18', f_deg2='40', f_deg2_heur='6', f_deg3='54', f_dom='16', f_lp='77', f_lp_lb='87', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='360', limit_kern_start='468'
456: constrained_branching='1', dom_opt='1', f_clique_lb='16', f_clique_lb_c='15', f_deg2='50', f_deg2_heur='12', f_deg3='51', f_dom='24', f_lp='61', f_lp_lb='14', f_lp_lb_c='16', lb_opt='1', lb_opt_c='0', limit_kern_branch='53', limit_kern_start='27'
457: constrained_branching='0', dom_opt='1', f_clique_lb='9', f_clique_lb_c='20', f_deg2='27', f_deg2_heur='10', f_deg3='65', f_dom='47', f_lp='42', f_lp_lb='13', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='202', limit_kern_start='17'
458: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='34', f_deg2_heur='42', f_deg3='92', f_dom='65', f_lp='14', f_lp_lb='30', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
459: constrained_branching='0', dom_opt='1', f_clique_lb='90', f_clique_lb_c='7', f_deg2='82', f_deg2_heur='86', f_deg3='81', f_dom='97', f_lp='70', f_lp_lb='89', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='257', limit_kern_start='344'
460: constrained_branching='0', dom_opt='1', f_clique_lb='82', f_clique_lb_c='5', f_deg2='52', f_deg2_heur='42', f_deg3='59', f_dom='26', f_lp='79', f_lp_lb='48', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='266', limit_kern_start='182'
461: constrained_branching='0', dom_opt='1', f_clique_lb='17', f_clique_lb_c='6', f_deg2='63', f_deg2_heur='12', f_deg3='94', f_dom='83', f_lp='74', f_lp_lb='3', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='51', limit_kern_start='24'
462: constrained_branching='0', dom_opt='1', f_clique_lb='49', f_clique_lb_c='5', f_deg2='34', f_deg2_heur='87', f_deg3='82', f_dom='27', f_lp='12', f_lp_lb='100', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='236', limit_kern_start='322'
463: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='62', f_deg2_heur='50', f_deg3='14', f_dom='6', f_lp='81', f_lp_lb='93', f_lp_lb_c='2', lb_opt='0', lb_opt_c='1', limit_kern_branch='92', limit_kern_start='258'
464: constrained_branching='0', dom_opt='0', f_clique_lb='9', f_clique_lb_c='17', f_deg2='65', f_deg2_heur='90', f_deg3='93', f_dom='90', f_lp='80', f_lp_lb='79', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='223', limit_kern_start='215'
465: constrained_branching='1', dom_opt='1', f_clique_lb='10', f_clique_lb_c='16', f_deg2='97', f_deg2_heur='25', f_deg3='21', f_dom='92', f_lp='79', f_lp_lb='91', f_lp_lb_c='19', lb_opt='0', lb_opt_c='0', limit_kern_branch='263', limit_kern_start='495'
466: constrained_branching='1', dom_opt='0', f_clique_lb='5', f_clique_lb_c='9', f_deg2='83', f_deg2_heur='33', f_deg3='84', f_dom='76', f_lp='16', f_lp_lb='96', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='402', limit_kern_start='75'
467: constrained_branching='0', dom_opt='1', f_clique_lb='31', f_clique_lb_c='5', f_deg2='34', f_deg2_heur='87', f_deg3='82', f_dom='27', f_lp='12', f_lp_lb='100', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='236', limit_kern_start='322'
468: constrained_branching='1', dom_opt='1', f_clique_lb='79', f_clique_lb_c='13', f_deg2='48', f_deg2_heur='20', f_deg3='66', f_dom='76', f_lp='19', f_lp_lb='1', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='124', limit_kern_start='33'
469: constrained_branching='0', dom_opt='0', f_clique_lb='40', f_clique_lb_c='11', f_deg2='56', f_deg2_heur='21', f_deg3='91', f_dom='75', f_lp='68', f_lp_lb='13', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='110', limit_kern_start='86'
470: constrained_branching='0', dom_opt='1', f_clique_lb='12', f_clique_lb_c='16', f_deg2='74', f_deg2_heur='78', f_deg3='58', f_dom='43', f_lp='34', f_lp_lb='16', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='154', limit_kern_start='499'
471: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='62', f_deg2_heur='50', f_deg3='14', f_dom='6', f_lp='81', f_lp_lb='93', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='92', limit_kern_start='258'
472: constrained_branching='0', dom_opt='0', f_clique_lb='32', f_clique_lb_c='15', f_deg2='27', f_deg2_heur='87', f_deg3='48', f_dom='75', f_lp='97', f_lp_lb='4', f_lp_lb_c='8', lb_opt='1', lb_opt_c='1', limit_kern_branch='374', limit_kern_start='378'
473: constrained_branching='0', dom_opt='0', f_clique_lb='58', f_clique_lb_c='9', f_deg2='89', f_deg2_heur='41', f_deg3='88', f_dom='56', f_lp='35', f_lp_lb='21', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='488', limit_kern_start='175'
474: constrained_branching='0', dom_opt='1', f_clique_lb='77', f_clique_lb_c='13', f_deg2='38', f_deg2_heur='7', f_deg3='99', f_dom='41', f_lp='70', f_lp_lb='80', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='178'
475: constrained_branching='0', dom_opt='0', f_clique_lb='28', f_clique_lb_c='19', f_deg2='20', f_deg2_heur='22', f_deg3='65', f_dom='84', f_lp='15', f_lp_lb='38', f_lp_lb_c='7', lb_opt='1', lb_opt_c='1', limit_kern_branch='135', limit_kern_start='482'
476: constrained_branching='0', dom_opt='1', f_clique_lb='77', f_clique_lb_c='14', f_deg2='50', f_deg2_heur='7', f_deg3='94', f_dom='26', f_lp='76', f_lp_lb='55', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='180'
477: constrained_branching='0', dom_opt='1', f_clique_lb='61', f_clique_lb_c='1', f_deg2='74', f_deg2_heur='15', f_deg3='77', f_dom='26', f_lp='17', f_lp_lb='27', f_lp_lb_c='13', lb_opt='1', lb_opt_c='1', limit_kern_branch='183', limit_kern_start='19'
478: constrained_branching='0', dom_opt='1', f_clique_lb='57', f_clique_lb_c='6', f_deg2='50', f_deg2_heur='1', f_deg3='94', f_dom='26', f_lp='70', f_lp_lb='55', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='180'
479: constrained_branching='1', dom_opt='0', f_clique_lb='26', f_clique_lb_c='12', f_deg2='49', f_deg2_heur='59', f_deg3='9', f_dom='55', f_lp='54', f_lp_lb='66', f_lp_lb_c='13', lb_opt='1', lb_opt_c='1', limit_kern_branch='477', limit_kern_start='291'
480: constrained_branching='1', dom_opt='1', f_clique_lb='36', f_clique_lb_c='13', f_deg2='41', f_deg2_heur='29', f_deg3='6', f_dom='9', f_lp='93', f_lp_lb='5', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='48', limit_kern_start='45'
481: constrained_branching='0', dom_opt='1', f_clique_lb='58', f_clique_lb_c='17', f_deg2='10', f_deg2_heur='2', f_deg3='5', f_dom='21', f_lp='33', f_lp_lb='40', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='183', limit_kern_start='13'
482: constrained_branching='1', dom_opt='0', f_clique_lb='7', f_clique_lb_c='19', f_deg2='52', f_deg2_heur='27', f_deg3='43', f_dom='100', f_lp='34', f_lp_lb='70', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='207', limit_kern_start='430'
483: constrained_branching='0', dom_opt='0', f_clique_lb='29', f_clique_lb_c='16', f_deg2='38', f_deg2_heur='43', f_deg3='91', f_dom='33', f_lp='71', f_lp_lb='84', f_lp_lb_c='7', lb_opt='0', lb_opt_c='1', limit_kern_branch='322', limit_kern_start='461'
484: constrained_branching='0', dom_opt='0', f_clique_lb='70', f_clique_lb_c='9', f_deg2='29', f_deg2_heur='17', f_deg3='80', f_dom='97', f_lp='43', f_lp_lb='62', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='443', limit_kern_start='172'
485: constrained_branching='0', dom_opt='1', f_clique_lb='99', f_clique_lb_c='13', f_deg2='38', f_deg2_heur='7', f_deg3='99', f_dom='15', f_lp='70', f_lp_lb='80', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='178'
486: constrained_branching='0', dom_opt='0', f_clique_lb='48', f_clique_lb_c='17', f_deg2='93', f_deg2_heur='80', f_deg3='89', f_dom='19', f_lp='54', f_lp_lb='96', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='228', limit_kern_start='486'
487: constrained_branching='0', dom_opt='1', f_clique_lb='38', f_clique_lb_c='20', f_deg2='87', f_deg2_heur='72', f_deg3='53', f_dom='45', f_lp='22', f_lp_lb='26', f_lp_lb_c='15', lb_opt='1', lb_opt_c='0', limit_kern_branch='108', limit_kern_start='405'
488: constrained_branching='1', dom_opt='0', f_clique_lb='71', f_clique_lb_c='20', f_deg2='71', f_deg2_heur='31', f_deg3='81', f_dom='9', f_lp='41', f_lp_lb='97', f_lp_lb_c='16', lb_opt='1', lb_opt_c='0', limit_kern_branch='184', limit_kern_start='90'
489: constrained_branching='0', dom_opt='1', f_clique_lb='38', f_clique_lb_c='20', f_deg2='87', f_deg2_heur='72', f_deg3='53', f_dom='28', f_lp='22', f_lp_lb='26', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='79', limit_kern_start='405'
490: constrained_branching='1', dom_opt='0', f_clique_lb='55', f_clique_lb_c='18', f_deg2='81', f_deg2_heur='97', f_deg3='69', f_dom='37', f_lp='25', f_lp_lb='18', f_lp_lb_c='8', lb_opt='0', lb_opt_c='1', limit_kern_branch='105', limit_kern_start='56'
491: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='50', f_dom='83', f_lp='38', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='92', limit_kern_start='494'
492: constrained_branching='0', dom_opt='1', f_clique_lb='81', f_clique_lb_c='13', f_deg2='12', f_deg2_heur='95', f_deg3='9', f_dom='91', f_lp='77', f_lp_lb='69', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='1', limit_kern_start='420'
493: constrained_branching='0', dom_opt='0', f_clique_lb='13', f_clique_lb_c='18', f_deg2='59', f_deg2_heur='50', f_deg3='14', f_dom='6', f_lp='81', f_lp_lb='64', f_lp_lb_c='2', lb_opt='0', lb_opt_c='1', limit_kern_branch='22', limit_kern_start='286'
494: constrained_branching='0', dom_opt='1', f_clique_lb='71', f_clique_lb_c='10', f_deg2='93', f_deg2_heur='57', f_deg3='94', f_dom='77', f_lp='69', f_lp_lb='80', f_lp_lb_c='5', lb_opt='0', lb_opt_c='1', limit_kern_branch='221', limit_kern_start='12'
495: constrained_branching='0', dom_opt='1', f_clique_lb='49', f_clique_lb_c='5', f_deg2='34', f_deg2_heur='87', f_deg3='82', f_dom='27', f_lp='13', f_lp_lb='100', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='236', limit_kern_start='322'
496: constrained_branching='0', dom_opt='0', f_clique_lb='43', f_clique_lb_c='5', f_deg2='36', f_deg2_heur='94', f_deg3='14', f_dom='78', f_lp='64', f_lp_lb='94', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='107', limit_kern_start='349'
497: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='42', f_deg3='72', f_dom='65', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
498: constrained_branching='0', dom_opt='0', f_clique_lb='87', f_clique_lb_c='6', f_deg2='72', f_deg2_heur='20', f_deg3='79', f_dom='52', f_lp='22', f_lp_lb='21', f_lp_lb_c='20', lb_opt='1', lb_opt_c='0', limit_kern_branch='121', limit_kern_start='10'
499: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='88', f_deg2_heur='34', f_deg3='14', f_dom='6', f_lp='60', f_lp_lb='93', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='92', limit_kern_start='227'
500: constrained_branching='1', dom_opt='0', f_clique_lb='10', f_clique_lb_c='5', f_deg2='89', f_deg2_heur='75', f_deg3='54', f_dom='59', f_lp='37', f_lp_lb='39', f_lp_lb_c='1', lb_opt='1', lb_opt_c='0', limit_kern_branch='307', limit_kern_start='96'
501: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='42', f_deg3='72', f_dom='79', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
502: constrained_branching='1', dom_opt='1', f_clique_lb='12', f_clique_lb_c='12', f_deg2='27', f_deg2_heur='18', f_deg3='89', f_dom='84', f_lp='18', f_lp_lb='41', f_lp_lb_c='19', lb_opt='0', lb_opt_c='0', limit_kern_branch='383', limit_kern_start='470'
503: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='50', f_dom='83', f_lp='38', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='233', limit_kern_start='494'
504: constrained_branching='1', dom_opt='0', f_clique_lb='26', f_clique_lb_c='4', f_deg2='90', f_deg2_heur='49', f_deg3='13', f_dom='29', f_lp='24', f_lp_lb='19', f_lp_lb_c='11', lb_opt='1', lb_opt_c='0', limit_kern_branch='354', limit_kern_start='414'
505: constrained_branching='1', dom_opt='0', f_clique_lb='62', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='50', f_dom='83', f_lp='38', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='92', limit_kern_start='478'
506: constrained_branching='1', dom_opt='1', f_clique_lb='50', f_clique_lb_c='13', f_deg2='13', f_deg2_heur='39', f_deg3='24', f_dom='10', f_lp='52', f_lp_lb='39', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='402', limit_kern_start='31'
507: constrained_branching='0', dom_opt='1', f_clique_lb='10', f_clique_lb_c='5', f_deg2='34', f_deg2_heur='87', f_deg3='82', f_dom='27', f_lp='12', f_lp_lb='100', f_lp_lb_c='9', lb_opt='0', lb_opt_c='1', limit_kern_branch='236', limit_kern_start='322'
508: constrained_branching='0', dom_opt='0', f_clique_lb='58', f_clique_lb_c='5', f_deg2='47', f_deg2_heur='58', f_deg3='41', f_dom='52', f_lp='87', f_lp_lb='15', f_lp_lb_c='17', lb_opt='0', lb_opt_c='0', limit_kern_branch='242', limit_kern_start='471'
509: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='12', f_deg2_heur='20', f_deg3='72', f_dom='34', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
510: constrained_branching='1', dom_opt='0', f_clique_lb='33', f_clique_lb_c='18', f_deg2='99', f_deg2_heur='52', f_deg3='73', f_dom='15', f_lp='8', f_lp_lb='12', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='363', limit_kern_start='33'
511: constrained_branching='0', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='79', f_deg2_heur='42', f_deg3='77', f_dom='65', f_lp='14', f_lp_lb='59', f_lp_lb_c='15', lb_opt='1', lb_opt_c='0', limit_kern_branch='460', limit_kern_start='37'
512: constrained_branching='1', dom_opt='0', f_clique_lb='6', f_clique_lb_c='4', f_deg2='50', f_deg2_heur='72', f_deg3='93', f_dom='95', f_lp='93', f_lp_lb='96', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='240', limit_kern_start='216'
513: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='52', f_deg3='72', f_dom='75', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='460', limit_kern_start='37'
514: constrained_branching='1', dom_opt='1', f_clique_lb='36', f_clique_lb_c='3', f_deg2='18', f_deg2_heur='51', f_deg3='38', f_dom='68', f_lp='4', f_lp_lb='3', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='378', limit_kern_start='305'
515: constrained_branching='1', dom_opt='0', f_clique_lb='55', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='51', f_dom='83', f_lp='59', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
516: constrained_branching='0', dom_opt='0', f_clique_lb='6', f_clique_lb_c='4', f_deg2='26', f_deg2_heur='17', f_deg3='15', f_dom='71', f_lp='37', f_lp_lb='97', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='73', limit_kern_start='33'
517: constrained_branching='0', dom_opt='0', f_clique_lb='6', f_clique_lb_c='4', f_deg2='50', f_deg2_heur='72', f_deg3='93', f_dom='95', f_lp='93', f_lp_lb='96', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='240', limit_kern_start='216'
518: constrained_branching='1', dom_opt='1', f_clique_lb='69', f_clique_lb_c='1', f_deg2='86', f_deg2_heur='33', f_deg3='24', f_dom='19', f_lp='93', f_lp_lb='33', f_lp_lb_c='19', lb_opt='0', lb_opt_c='1', limit_kern_branch='269', limit_kern_start='279'
519: constrained_branching='0', dom_opt='0', f_clique_lb='19', f_clique_lb_c='19', f_deg2='30', f_deg2_heur='78', f_deg3='48', f_dom='34', f_lp='21', f_lp_lb='10', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='487', limit_kern_start='310'
520: constrained_branching='1', dom_opt='0', f_clique_lb='6', f_clique_lb_c='4', f_deg2='50', f_deg2_heur='76', f_deg3='93', f_dom='95', f_lp='45', f_lp_lb='96', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='240', limit_kern_start='216'
521: constrained_branching='1', dom_opt='1', f_clique_lb='60', f_clique_lb_c='13', f_deg2='23', f_deg2_heur='26', f_deg3='34', f_dom='23', f_lp='34', f_lp_lb='21', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='142', limit_kern_start='404'
522: constrained_branching='1', dom_opt='0', f_clique_lb='14', f_clique_lb_c='13', f_deg2='89', f_deg2_heur='69', f_deg3='57', f_dom='46', f_lp='97', f_lp_lb='48', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='453', limit_kern_start='178'
523: constrained_branching='0', dom_opt='0', f_clique_lb='19', f_clique_lb_c='19', f_deg2='30', f_deg2_heur='78', f_deg3='39', f_dom='34', f_lp='21', f_lp_lb='10', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='487', limit_kern_start='310'
524: constrained_branching='0', dom_opt='0', f_clique_lb='94', f_clique_lb_c='20', f_deg2='7', f_deg2_heur='68', f_deg3='51', f_dom='10', f_lp='86', f_lp_lb='92', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='498', limit_kern_start='216'
525: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='44', f_dom='83', f_lp='87', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='173', limit_kern_start='494'
526: constrained_branching='0', dom_opt='0', f_clique_lb='9', f_clique_lb_c='11', f_deg2='58', f_deg2_heur='18', f_deg3='50', f_dom='2', f_lp='43', f_lp_lb='74', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='419', limit_kern_start='96'
527: constrained_branching='1', dom_opt='0', f_clique_lb='19', f_clique_lb_c='17', f_deg2='24', f_deg2_heur='42', f_deg3='72', f_dom='65', f_lp='14', f_lp_lb='59', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='460', limit_kern_start='37'
528: constrained_branching='0', dom_opt='1', f_clique_lb='58', f_clique_lb_c='17', f_deg2='46', f_deg2_heur='51', f_deg3='33', f_dom='30', f_lp='73', f_lp_lb='92', f_lp_lb_c='14', lb_opt='0', lb_opt_c='0', limit_kern_branch='15', limit_kern_start='231'
529: constrained_branching='1', dom_opt='0', f_clique_lb='43', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='42', f_deg3='72', f_dom='79', f_lp='14', f_lp_lb='59', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='491', limit_kern_start='37'
530: constrained_branching='1', dom_opt='0', f_clique_lb='39', f_clique_lb_c='7', f_deg2='90', f_deg2_heur='25', f_deg3='46', f_dom='52', f_lp='97', f_lp_lb='95', f_lp_lb_c='12', lb_opt='0', lb_opt_c='0', limit_kern_branch='130', limit_kern_start='496'
531: constrained_branching='0', dom_opt='1', f_clique_lb='77', f_clique_lb_c='13', f_deg2='44', f_deg2_heur='7', f_deg3='99', f_dom='41', f_lp='70', f_lp_lb='80', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='299', limit_kern_start='178'
532: constrained_branching='0', dom_opt='1', f_clique_lb='96', f_clique_lb_c='11', f_deg2='56', f_deg2_heur='73', f_deg3='96', f_dom='78', f_lp='14', f_lp_lb='96', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='359', limit_kern_start='221'
533: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='62', f_deg2_heur='50', f_deg3='14', f_dom='6', f_lp='54', f_lp_lb='93', f_lp_lb_c='2', lb_opt='1', lb_opt_c='1', limit_kern_branch='92', limit_kern_start='258'
